章节或编码,中文名称
QC02.Y,其他特指的抗某些特指的单一传染性疾病的免疫接种的需要
QC02.Z,抗某些特指的单一传染性疾病的免疫接种的需要，未特指的
QC03.0,抗霍乱和伤寒-副伤寒的免疫接种的需要
QC03.1,抗白喉-破伤风-百日咳的免疫接种的需要
QC03.2,抗白喉-破伤风-百日咳和伤寒-副伤寒的免疫接种的需要
QC03.3,抗白喉-破伤风-百日咳和脊髓灰质炎的免疫接种的需要
QC03.4,抗麻疹-流行性腮腺炎-风疹的免疫接种的需要
QC03.Y,其他特指的抗多种传染性疾病的免疫接种的需要
QC03.Z,抗多种传染性疾病的免疫接种的需要，未特指的
QC04.0,因病人患病而未进行免疫
QC04.1,因急性疾病而未进行免疫
QC04.2,因病人慢性疾病或情况而未进行免疫
QC04.3,因病人免疫功能受损状态而未进行免疫
QC04.4,因病人对疫苗或其成分过敏而未进行免疫
QC04.5,因病人拒绝而未进行免疫
QC04.6,因照料者拒绝而未进行免疫
QC04.7,因无法获得而未进行免疫
QC04.Y,因其他原因未进行免疫
QC04.Z,因未特指的原因未进行免疫
QC05.0,隔离
QC05.1,预防性免疫治疗
QC05.Y,其他特指的预防措施
QC05.Z,未特指的预防措施
QC06,免疫不足状态
QC0Y,其他特指的与免疫接种或某些其他防疫措施有关的与保健机构接触
QC0Z,与免疫接种或某些其他防疫措施有关的与保健机构接触，未特指的
QC10,由于禁忌证而未进行操作
QC11,由于病人因信仰或群体压力做出的决定而未进行操作
QC12,由于病人因除信仰或群体压力以外的原因做出的决定而未进行操作
QC1Y,由于其他原因而未进行干预
QC1Z,由于未特指的原因而未进行干预
QC20.0,伴侣疾病问题
QC20.1,儿童疾病问题
QC20.Y,其他特指的代表他人咨询的人
QC20.Z,代表他人咨询的人，未特指的
QC21,陪伴病人的健康人
QC22,对弃婴的健康监督或医疗
QC2Y,其他特指的与他人健康相关的与保健机构接触
QC2Z,与他人健康相关的与保健机构接触，未特指的
QC30,诈病者[蓄意装病]
QC40.0,消化器官恶性肿瘤个人史
QC40.1,气管、支气管或肺恶性肿瘤个人史
QC40.2,呼吸或胸内器官（除外消化器官、气管、支气管和肺）恶性肿瘤个人史
QC40.3,乳房恶性肿瘤个人史
QC40.4,生殖器官恶性肿瘤个人史
QC40.5,泌尿道恶性肿瘤个人史
QC40.6,白血病个人史
QC40.7,其他淋巴、造血或相关组织恶性肿瘤个人史
QC40.Y,其他特指部位恶性肿瘤个人史
QC40.Z,未特指部位恶性肿瘤个人史
QC41,非恶性肿瘤个人史
QC42,传染病或寄生虫病个人史
QC43,关于血液或造血器官疾病的个人史
QC44.0,过敏反应个人史
QC44.1,食物变态反应或过敏个人史
QC44.2,药物、药剂或生物制品变态反应个人史
QC44.3,非药物或生物制品变态反应个人史
QC44.Y,其他特指的免疫系统疾病个人史
QC44.Z,免疫系统疾病个人史，未特指的
QC45,内分泌、营养或代谢疾病个人史
QC46,精神或行为障碍个人史
QC47,神经系统或感觉器官疾病个人史
QC48.0,抗凝血药长期（近期）使用个人史
QC48.Y,其他特指的医疗个人史
QC48.Z,医疗个人史，未特指的
QC49,不依从医嘱或治疗方案的个人史
QC4A,不良个人卫生个人史
QC4B,自我伤害个人史
QC4Y,其他特指的健康问题个人史
QC4Z,未特指的健康问题个人史
QC50,既往健康问题的晚期效应，不可归类在他处者
QC60,传染病家族史
QC61.0,消化器官恶性肿瘤家族史
QC61.1,气管、支气管或肺恶性肿瘤家族史
QC61.2,呼吸或胸内器官（除外消化器官、气管、支气管和肺）恶性肿瘤家族史
QC61.3,乳房恶性肿瘤家族史
QC61.4,生殖器官恶性肿瘤家族史
QC61.5,泌尿道恶性肿瘤家族史
QC61.6,白血病家族史
QC61.7,淋巴、造血或相关组织恶性肿瘤家族史
QC61.Y,其他特指的恶性肿瘤家族史
QC61.Z,恶性肿瘤家族史，未特指的
QC62,血液或造血器官疾病家族史
QC63,涉及免疫机制疾患的家族史
QC64.0,糖尿病家族史
QC64.Y,其他特指的内分泌、营养或代谢疾病家族史
QC64.Z,未特指的内分泌、营养或代谢疾病家族史
QC65,精神或行为障碍家族史
QC66,眼或耳疾患家族史
QC67,缺血性心脏病或其他循环系统疾病家族史
QC68,近亲家族史
QC69,中风家族史
QC6Y,与其他特指的健康问题家族史有关的危险因素
QC6Z,健康问题家族史，未特指的
QC8Y,其他特指的个人史或家族史或既往健康问题的晚期效应
QC8Z,未特指的个人史或家族史或既往健康问题的晚期效应
QC90.00,暴露于霍乱
QC90.0Y,其他特指的接触或暴露于肠道传染病
QC90.0Z,接触或暴露于肠道传染病，未特指的
QC90.1,接触或暴露于结核
QC90.2,接触或暴露于主要为性传播模式的传染病
QC90.3,接触或暴露于狂犬病
QC90.4,接触或暴露于风疹
QC90.5,接触或暴露于病毒性肝炎
QC90.6,接触或暴露于人类免疫缺陷病毒[HIV]
QC90.7,接触或接触虱病、螨病或其他感染
QC90.Y,接触或暴露于其他特指的传染病
QC90.Z,接触或暴露于传染病，未特指的
QD00,伤寒带菌者
QD01.0,无症状性内阿米巴肠道带菌者
QD01.Y,其他特指的肠道感染性病原体携带者
QD01.Z,肠道感染性病原体携带者，未特指的
QD02,白喉带菌者
QD03,主要为性传播模式感染的病原携带者
QD04,致命或耐药细菌无症状性皮肤定植
QD0Y,其他特指感染性病原体携带者
QD0Z,感染性病原体携带者，未特指的
QD2Y,其他特指的与感染或某些特指的情况有关的健康状态
QD2Z,未特指的与感染或某些特指的情况有关的健康状态
QD30,对乳房外观的关注
QD31,对与妊娠相关身体外观的关注
QD3Y,其他特指的对身体外观的关注
QD3Z,对身体外观的关注，未特指的
QD50,贫穷
QD51,低收入
QD5Y,其他特指的与经济有关的问题
QD5Z,与经济有关的问题，未特指的
QD60,与饮用水供应不足有关的问题
QD61,缺乏充足的食物
QD6Z,与饮用水或营养有关的问题，未特指的
QD70.0,与暴露于噪音有关的问题
QD70.1,与暴露于空气污染有关的问题
QD70.2,与暴露于水污染有关的问题
QD70.3,与暴露于土壤污染有关的问题
QD70.4,与暴露于辐射有关的问题
QD70.5,与暴露于烟草烟雾有关的问题
QD70.6,与电力供应不足有关的问题
QD70.Z,与自然环境或人为改变环境有关的问题，未特指的
QD71.0,无家可归
QD71.1,住房不足
QD71.2,与在公共机构居住有关的问题
QD7Y,其他特指的与环境有关的问题
QD7Z,与环境有关的问题，未特指的
QD80,与失业有关的问题
QD81,与工作变动有关的问题
QD82,与失业的威胁有关的问题
QD83.0,与不合意的工作有关的问题
QD83.1,与紧张的工作进度有关的问题
QD83.Y,其他特指的就业环境问题
QD84.0,职业性暴露于粉尘
QD84.1,职业性暴露于农业毒物
QD84.2,职业性暴露于农业以外的其他工业毒物
QD84.3,职业性暴露于振动
QD84.4,职业暴露于人体工程学风险
QD84.Y,其他特指的职业性暴露于危险因素
QD84.Z,职业性暴露于危险因素，未特指的
QD85,体力耗尽
QD8Y,其他特指的与就业或失业有关的问题
QD8Z,与就业或失业有关的问题，未特指的
QD90,与文盲或文化水平低有关的问题
QD91,与得不到或未完成的教育有关的问题
QD92,教育发展问题
QD9Y,其他特指的与教育有关的问题
QD9Z,与教育有关的问题，未特指的
QE00,文化适应困难
QE01,精神紧张 ，不可归类在他处者
QE02,社会角色冲突
QE03,社会排斥或拒绝
QE04,与感觉成为不良歧视或迫害的目标
QE0Y,其他特指的与社会或文化环境有关的问题
QE0Z,与社会或文化环境有关的问题，未特指的
QE10,危险使用酒精
QE11.0,危险使用阿片类药物
QE11.1,危险使用大麻
QE11.2,危险使用镇静剂、催眠药或镇静剂
QE11.3,危险使用可卡因
QE11.4,危险使用兴奋剂，包括安非他明或甲基苯丙胺
QE11.5,危险使用咖啡因
QE11.6,危险使用MDMA或相关药物
QE11.7,危险使用包括氯胺酮或PCP的离解药物
QE11.8,危险使用其他特指的精神活性物质
QE11.9,危险使用未知或不明的精神活性物质
QE11.Y,其他特指的危险使用药物
QE11.Z,危险使用药物，未特指的
QE12,危险使用尼古丁
QE13,吸烟
QE1Y,其他特指的危险物质使用
QE1Z,危险物质使用，未特指的
QE20,缺少体力活动
QE21,危险的赌博或博彩
QE22,危险的赌博
QE23,不恰当的饮食或饮食习惯的问题
QE24,卫生行为问题
QE25,口腔卫生行为问题
QE26,阳光照射行为问题
QE27,与心理健康或幸福有关的行为问题
QE28,健康认知问题
QE2Y,与其他特指的健康相关行为有关的问题
QE2Z,与健康相关行为有关的问题，未特指的
QE30.0,养老社会保障支持不足
QE30.1,残疾社会保障支持不足
QE30.2,失业社会保障支持不足
QE30.3,家庭支持社会保障支持不足
QE31.0,对儿童保护的社会福利支持不足
QE31.1,对防止家庭暴力的社会福利支持不足
QE31.2,对保护无家可归者的社会福利支持不足
QE31.3,对出狱后服务的社会福利支持不足
QE3Y,其他特指的与社会保险或福利有关的问题
QE3Z,与社会保险或福利有关的问题，未特指的
QE40,与民事或刑事诉讼中定罪有关的问题
QE41,与监禁和其他入狱有关的问题
QE42,与从监狱释放有关的问题
QE4Y,其他特指的与司法系统有关的问题
QE4Z,与司法系统有关的问题，未特指的
QE50.0,与朋友关系相关的问题
QE50.10,学校环境不满意
QE50.1Y,其他特指的与老师或同学的关系
QE50.1Z,与老师或同学的关系，未特指的
QE50.2,与工作中人际关系相关的问题
QE50.3,与邻居、房客和房东的关系
QE50.4,与父母、姻亲或其他家庭成员的关系
QE50.5,与顾问不和
QE50.6,社交技巧不足
QE50.7,人格障碍
QE50.Y,其他特指的与人际交往有关的问题
QE51.0,与配偶或伴侣的关系窘迫
QE51.1,配偶或伴侣暴力史
QE52.0,照顾者-儿童关系问题
QE52.1,童年时失去所爱亲属
QE5Y,其他特指的与人际关系有关的问题
QE5Z,与人际关系有关的问题，未特指的
QE60,家庭成员缺失
QE61.0,孩子的丧失或死亡
QE61.Y,其他家庭成员的失踪或死亡
QE62,一般的丧亲之痛
QE6Y,其他特指的与他人缺失、失踪或死亡有关的问题
QE6Z,与他人缺失、失踪或死亡有关的问题，未特指的
QE70.0,家庭生活不适当
QE70.1,分居或离婚导致家庭破裂
QE70.2,需要在家照料的不能独立生活的亲属
QE70.Z,与基本支持群体有关的问题（包括家庭环境），未特指的
QE80,犯罪或恐怖主义的受害者
QE81,暴露于灾难、战争或其他敌对行为
QE82.0,身体虐待个人史
QE82.1,性虐待个人史
QE82.2,心理虐待个人史
QE82.3,被忽视个人史
QE82.Y,其他特指的虐待个人史
QE82.Z,未特指的虐待个人史
QE83,在童年时受惊吓的经历
QE84,急性应激反应
QE8Y,其他特指的与攻击或其他有害或创伤事件有关的问题
QE8Z,与攻击或其他有害或创伤事件有关的问题，未特指的
QE90,父母监督或管教不足
QE91,父母溺爱
QE92,童年时家庭关系模式的改变
QE93,童年离家
QE94,公共机构的养育
QE95,不适当的父母压力或其他不正常的教养
QE96,童年时导致丧失自尊的事件
QE9Y,其他特指的与养育有关的问题
QE9Z,与养育有关的问题，未特指的
QF00,获得性肢体缺失
QF01.0,获得性乳房缺失
QF01.10,获得性女性生殖器官缺失
QF01.11,获得性男性生殖器官缺失
QF01.Y,其他特指的获得性器官缺失
QF01.Z,获得性器官缺失，未特指的
QF0Y,其他特指的获得性身体结构缺失
QF0Z,获得性身体结构缺失，未特指的
QF10,身体器官或系统的功能限制或残疾
QF20,学习困难或需要帮助
QF21,一般生活任务或生活管理的困难或需要帮助
QF22,交流困难或需要帮助
QF23,运动困难或需要帮助
QF24,自理困难或需要帮助
QF25,人际关系困难或需要帮助
QF26,家务劳动困难或需要帮助
QF27,在家困难或无其他家庭成员能够给予照顾而需要帮助
QF28,工作活动困难或需要帮助
QF29,生活的主要方面困难或需要帮助
QF2A,社区参与困难或需要帮助
QF2B,需要持续的监护
QF2Y,其他特指的活动困难或需要帮助
QF2Z,未特指的活动困难或需要帮助
QF4Y,其他特指的影响健康状态或与保健机构接触的因素
QF4Z,影响健康状态或与保健机构接触的因素，未特指的
RA00,国际紧急编码01
RA01,国际紧急编码02
RA02,国际紧急编码03
RA03,国际紧急编码04
RA04,国际紧急编码05
RA05,国际紧急编码06
RA06,国际紧急编码07
RA07,国际紧急编码08
RA08,国际紧急编码09
RA09,国际紧急编码10
RA20,国家紧急编码01
RA21,国家紧急编码02
RA22,国家紧急编码03
RA23,国家紧急编码04
RA24,国家紧急编码05
RA25,国家紧急编码06
RA26,国家紧急编码07
SA00,胁痛 （TM1）
SA01,黄疸 （TM1）
SA02,肝著 （TM1）
SA03,鼓胀 （TM1）
SA04,肝痈 （TM1）
SA05,胆胀 （TM1）
SA0Y,其他特指的肝系病类 （TM1）
SA0Z,未特指的肝系病类 （TM1）
SA10,惊悸 （TM1）
SA11,怔忡 （TM1）
SA1Y,其他特指的心悸 （TM1）
SA1Z,未特指的心悸 （TM1）
SA20,真心痛 （TM1）
SA2Y,其他特指的胸痹 （TM1）
SA2Z,未特指的胸痹 （TM1）
SA4Y,其他特指的心系病类 （TM1）
SA4Z,未特指的心系病类 （TM1）
SA50,噎膈 （TM1）
SA51,胃脘痛 （TM1）
SA52,胃胀 （TM1）
SA53,嘈杂 （TM1）
SA54,食积 （TM1）
SA55,泄泻 （TM1）
SA56,痢疾 （TM1）
SA57,便秘 （TM1）
SA58,腹痛 （TM1）
SA59,肠痈 （TM1）
SA5Y,其他特指的脾系病类 （TM1）
SA5Z,未特指的脾系病类 （TM1）
SA60,感冒 （TM1）
SA70,咳逆 （TM1）
SA7Y,其他特指的咳嗽 （TM1）
SA7Z,未特指的咳嗽 （TM1）
SA80,喘证 （TM1）
SA81,哮病 （TM1）
SA82,肺胀 （TM1）
SA83,悬饮 （TM1）
SA84,肺热病 （TM1）
SA85,肺痿 （TM1）
SA86,结胸 （TM1）
SA8Y,其他特指的肺系病类 （TM1）
SA8Z,未特指的肺系病类 （TM1）
SA90,石淋 （TM1）
SA91,热淋 （TM1）
SA9Y,其他特指的淋证 （TM1）
SA9Z,未特指的淋证 （TM1）
SB00,肾著 （TM1）
SB01,尿崩 （TM1）
SB02,遗尿 （TM1）
SB03,尿浊 （TM1）
SB04,癃闭 （TM1）
